Shrt_Desc	Calories
"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C"	114
"APPLESAUCE,CND,UNSWTND,W/ VIT C"	102
"APPLESAUCE,CND,SWTND,W/SALT"	194
"APRICOT NECTAR,CND,W/ VIT C"	141
"GRAPEFRUIT JUICE,PINK,RAW"	96
"PEACH NECTAR,CND,W/ VIT C"	134
"PEAR NECTAR,CND,W/ VIT C"	150
"PINEAPPLE JUC,CND,UNSWTND,W/ ADDED VIT C"	133
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,W/ VIT C"	350
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O,W/ VIT C"	112
"PEARS,RAW,BARTLETT"	96
"JACKFRUIT,CND,SYRUP PK"	164
"DATES,MEDJOOL"	66
"DURIAN,RAW OR FROZEN"	357
PRUNE PUREE	93
CANDIED FRUIT	0
"ABIYUCH,RAW"	79
"ROWAL,RAW"	127
"PINEAPPLE,RAW,TRADITIONAL VAR"	74
"PINEAPPLE,RAW,EX SWT VAR"	84
"USDA CMDTY,MXD FRUIT (PEACH,PEARS,GRAPES),CND,LT SYRUP,DRND"	0
"USDA CMDTY,MXD FRUIT (PEACH,PEAR,GRAPE),CND,LT SYR,SOL & LIQ"	0
"CLEMENTINES,RAW"	35
"GUANABANA NECTAR,CND"	148
"GUAVA NECTAR,CND"	143
"MANGO NECTAR,CND"	128
"TAMARIND NECTAR,CND"	143
"USDA CMDTY PEACHES,CND,LT SYRUP,DRND"	0
"USDA CMDTY PEARS,CND,JUC PK,DRND"	0
"USDA CMDTY PEARS,CND,LT SYRUP,DRND"	0
"POMEGRANATE JUC,BTLD"	134
"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C"	125
"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA"	130
"KIWIFRUIT,GOLD,RAW"	112
"PLANTAINS,GRN,FRIED"	365
"PLANTAINS,YEL,FRIED,LATINO RESTAURANT"	399
"NANCE,CND,SYRUP,DRND"	11
"NANCE,FRZ,UNSWTND"	82
"NARANJILLA (LULO) PULP,FRZ,UNSWTND"	30
HORNED MELON (KIWANO)	103
ORANGE PNAPPL JUC BLEND	125
"APPLES,RAW,GOLDEN DELICIOUS,W/ SKN"	62
"PORK,FRSH,ENHANCED,COMP OF FAT,CKD"	497
"PORK,FRSH,CARCASS,LN&FAT,RAW"	107
"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,SHLDR),LN,RAW"	38
"PORK,FRSH,COMP OF LEG,LOIN,SHLDR,& SPARERIBS,LN & FAT,RAW"	60
"PORK,FRESH,BACKFAT,RAW"	230
"PORK,FRSH,BELLY,RAW"	147
"PORK,FRSH,FAT,RAW"	179
"PORK,FRSH,FAT,CKD"	177
"PORK,FRSH,LEG (HAM),WHL,LN&FAT,RAW"	69
"PORK,FRSH,LEG (HAM),WHL,LN&FAT,CKD,RSTD"	369
"PORK,FRSH,LEG (HAM),WHL,LN,RAW"	39
"PORK,FRSH,LEG (HAM),WHL,LN,CKD,RSTD"	285
"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,RAW"	52
"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,CKD,RSTD"	282
"PORK,FRSH,LEG (HAM),RUMP HALF,LN,RAW"	4742
"PORK,FRSH,LEG (HAM),RUMP HALF,LN,CKD,RSTD"	4995
"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,RAW"	7465
"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,CKD,RSTD"	6728
"PORK,FRSH,LEG (HAM),SHANK HALF,LN,RAW"	4603
"PORK,FRSH,LEG (HAM),SHANK HALF,LN,CKD,RSTD"	5075
"PORK,FRSH,LOIN,WHL,LN&FAT,RAW"	898
"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRSD"	203
"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRLD"	206
"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,RSTD"	211
"PORK,FRSH,LOIN,WHL,LN,RAW"	649
"PORK,FRSH,LOIN,WHL,LN,CKD,BRSD"	173
"PORK,FRSH,LOIN,WHL,LN,CKD,BRLD"	179
"PORK,FRSH,LOIN,WHL,LN,CKD,RSTD"	178
"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW"	510
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRSD"	525
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRLD"	506
"PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN&FAT,CKD,RSTD"	2108
"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN,RAW"	376
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRSD"	457
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRLD"	423
"PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN,CKD,RSTD"	1801
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW"	338
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD"	453
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD"	328
"PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD"	2079
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,RAW"	226
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRSD"	374
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRLD"	263
"PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN,CKD,RSTD"	1746
"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW"	247
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRSD"	488
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRLD"	249
"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN&FAT,CKD,RSTD"	1942
"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN,RAW"	275
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,BRSD"	389
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,BRLD"	320
"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN,CKD,RSTD"	1613
"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW"	2229
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD"	421
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD"	433
"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD"	2406
"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN,RAW"	1570
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRSD"	478
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRLD"	430
"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN,CKD,RSTD"	2009
PORK  FRSH  LOIN  TENDERLOIN   LN ONLY  RAW	550
"PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,RSTD"	476
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,RAW"	287
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRSD"	270
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRLD"	284
"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD"	1628
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,RAW"	235
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRSD"	230
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRLD"	251
"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,CKD,RSTD"	2052
"PORK,FRSH,SHLDR,WHL,LN&FAT,RAW"	67
"PORK,FRSH,SHLDR,WHL,LN&FAT,CKD,RSTD"	394
"PORK,FRSH,SHLDR,WHL,LN,RAW"	42
"PORK,FRSH,SHLDR,WHL,LN,CKD,RSTD"	311
"PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,RAW"	5298
"PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,CKD,BRSD"	5292
"PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,CKD,RSTD"	428
"PORK,FRSH,SHLDR,ARM PICNIC,LN,RAW"	3294
"PORK,FRSH,SHLDR,ARM PICNIC,LN,CKD,BRSD"	4369
"PORK,FRSH,SHLDR,ARM PICNIC,LN,CKD,RSTD"	435
"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN & FAT,RAW"	536
"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STKS),LN & FAT,CKD,BRSD"	494
"PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN&FAT,CKD,BRLD"	220
"PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN&FAT,CKD,RSTD"	705
"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,RAW"	2779
"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,CKD,BRSD"	580
"PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN,CKD,BRLD"	193
"PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN,CKD,RSTD"	552
"PORK,FRSH,SPARERIBS,LN&FAT,RAW"	3593
"PORK,FRSH,SPARERIBS,LN&FAT,CKD,BRSD"	703
"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,&SHLDR),LN,CKD"	464
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,BRAIN,RAW"	36
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD"	527
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,CHITTERLINGS,RAW"	52
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,CHITTERLINGS,CKD,SIMMRD"	198
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,EARS,FRZ,RAW"	66
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,EARS,FRZ,CKD,SIMMRD"	184
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,FEET,RAW"	60
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,HEART,RAW"	33
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD"	215
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,JOWL,RAW"	186
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW"	28
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,BRSD"	211
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,LEAF FAT,RAW"	243
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,LIVER,RAW"	38
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD"	584
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,LUNGS,RAW"	24
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD"	297
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED,RAW"	86
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW"	56
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD"	537
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW"	28
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD"	446
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,STOMACH,RAW"	45
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,PAN-FRIED"	477
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,TONGUE,RAW"	64
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,BRSD"	626
"PORK,CURED,BACON,UNPREP"	117
"PORK,CURED,BACON,CKD,BRLD,PAN-FRIED OR RSTD"	43
"PORK,CURED,BRKFST STRIPS,RAW OR UNHTD"	1319
"PORK,CURED,BRKFST STRIPS,CKD"	780
"PORK,CURED,CANADIAN-STYLE BACON,UNHTD"	267
"PORK,CURED,CANADIAN-STYLE BACON,GRILLED"	257
"PORK,CURED,FEET,PICKLED"	40
"PORK,CURED,HAM,BNLESS,EX LN (APPROX 5% FAT),RSTD"	203
"PORK,CURED,HAM,BNLESS,REG (APPROX 11% FAT),RSTD"	249
"PORK,CURED,HAM,EX LN (APPROX 4% FAT),CND,UNHTD"	168
"PORK,CURED,HAM,EX LN (APPROX 4% FAT),CND,RSTD"	190
"PORK,CURED,HAM,REG (APPROX 13% FAT),CND,UNHTD"	266
"PORK,CURED,HAM,REG (APPROX 13% FAT),CND,RSTD"	316
"PORK,CURED,HAM,CNTR SLICE,COUNTRY-STYLE,LN,RAW"	55
"PORK,CURED,HAM,CNTR SLICE,LN&FAT,UNHTD"	58
"PORK,CURED,HAM,PATTIES,UNHTD"	89
"PORK,CURED,HAM,PATTIES,GRILLED"	205
"PORK,CURED,HAM,STEAK,BNLESS,EX LN,UNHTD"	35
"PORK,CURED,HAM,WHL,LN&FAT,UNHTD"	344
"PORK,CURED,HAM,WHL,LN&FAT,RSTD"	340
"PORK,CURED,HAM,WHL,LN,UNHTD"	206
"PORK,CURED,HAM,WHL,LN,RSTD"	220
"USDA CMDTY,PORK,CND"	1597
"PORK,CURED,SALT PORK,RAW"	212
"PORK,CURED,FAT (FROM HAM&ARM PICNIC),UNHTD"	164
"PORK,CURED,FAT (FROM HAM&ARM PICNIC),RSTD"	168
"PORK,CURED,SHLDR,ARM PICNIC,LN&FAT,RSTD"	392
"PORK,CURED,SHLDR,ARM PICNIC,LN,RSTD"	238
"PORK,CURED,SHLDR,BLADE ROLL,LN&FAT,UNHTD"	76
"PORK,CURED,SHLDR,BLADE ROLL,LN&FAT,RSTD"	1079
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,FEET,CKD,SIMMRD"	202
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,TAIL,RAW"	107
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,TAIL,CKD,SIMMRD"	1089
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,PAN-FRIED"	335
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,PAN-FRIED"	357
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,PAN-FRIED"	550
"PORK,FRSH,LOIN,CNTR LOIN CHOPS,BONE-IN,LN&FAT,CKD,PAN-FRIED"	409
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,PAN-FRIED"	433
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED"	244
"PORK,CURED,HAM,BNLESS,EX LN&REG,UNHTD"	227
"PORK,CURED,HAM,BNLESS,EX LN&REG,RSTD"	231
"PORK,CURED,HAM,EX LN&REG,CND,UNHTD"	202
"PORK,CURED,HAM,EX LN&REG,CND,RSTD"	234
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN&FAT,CKD,PAN-FRIED"	278
"PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,RAW"	61
"PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,CKD"	588
"PORK,FRSH,BACKRIBS,LN&FAT,RAW"	2399
"PORK,FRSH,BACKRIBS,LN&FAT,CKD,RSTD"	2564
"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN&FAT,RAW"	957
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRSD"	217
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRLD"	221
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,PAN-FRIED"	232
"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BNLESS,LN&FAT,CKD,RSTD"	799
"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN,RAW"	689
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,BRSD"	179
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,BRLD"	184
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,PAN-FRIED"	190
"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BNLESS,LN,CKD,RSTD"	606
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN&FAT,RAW"	242
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN&FAT,CKD,BRSD"	235
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN & FAT,BONE-IN,CKD,RSTD"	495
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,RAW"	276
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,CKD,BRSD"	198
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BONE-IN,CKD,RSTD"	313
"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BNLESS,LN&FAT,RAW"	279
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRSD"	145
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRLD"	270
"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD"	1225
"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BNLESS,LN,RAW"	1090
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN,CKD,BRSD"	262
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN,CKD,BRLD"	256
"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN,CKD,RSTD"	1136
"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,RAW"	606
"PORK,FRESH,GROUND,RAW"	75
"PORK,FRESH,GROUND,COOKED"	930
"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,CKD,BRLD"	171
"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,CKD,RSTD"	591
"PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,BRLD"	159
"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,RAW"	3644
"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,RAW"	2897
"PORK,FRSH,COMP OF RTL CUTS (LOIN & SHLDR BLADE),LN & FAT,RAW"	50
"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN&FAT,CKD"	613
"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,RAW"	41
"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,CKD"	498
"USDA COMMODITY,PORK,CURED,HAM,BNLESS,CKD,HTD"	42
"USDA COMMODITY,PORK,GROUND,FINE/COARSE,FRZ,CKD"	75
"USDA COMMODITY,PORK,CURED,HAM,BNLESS,CKD,UNHTD"	38
"USDA COMMODITY,PORK,GROUND,FINE/COARSE,FRZ,RAW"	250
"HORMEL,CURE 81 HAM"	89
"HORMEL ALWAYS TENDER,PORK TENDERLOIN,TERIYAKI-FLAVORED"	133
"HORMEL ALWAYS TENDER,PORK TENDERLOIN,PEPPERCORN-FLAVORED"	123
"HORMEL ALWAYS TENDER,PORK LOIN FILETS,LEMON GARLIC-FLAVORED"	33
"HORMEL ALWAYS TENDER,CNTR CUT CHOPS,FRSH PORK"	47
"HORMEL ALWAYS TENDER,BNLESS PORK LOIN,FRSH PORK"	41
HORMEL CANADIAN STYLE BACON	68
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,ENH,LN,CKD,PAN-BROIL"	254
"PRK,FRSH,TOP LOIN (CHPS),BNLESS,ENHCD,LN & FAT,CKD,PAN-BRLD"	285
"PORK,CURED,BACON,CKD,BKD"	44
"PORK,CURED,BACON,CKD,MICROWAVED"	43
"PORK,CURED,BACON,PRE-SLICED,CKD,PAN-FRIED"	54
"PORK,FRSH,VAR MEATS & BY-PRODUCTS,STOMACH,CKD,SIMMRD"	133
"PORK,BACON,RENDERED FAT,CKD"	763
"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,HTD,RSTD"	3594
"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,UNHTD"	3282
"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN,HTD,RSTD"	3909
"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN,HTD,PAN-BROIL"	571
"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,HTD,PAN-BROIL"	544
"PORK,CURED,HAM & H2O PRODUCT,SLICE,BNLESS,LN,HTD,PAN-BROIL"	170
"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN,HTD,RSTD"	2454
"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN,UNHTD"	526
"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN,HTD,RSTD"	3662
"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN,HTD,RSTD"	4597
"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN,HTD,PAN-BROIL"	668
"PRK,CRD,HAM W/ NAT JUCS,SPRL SLC,MEAT ONLY,BNLES,LN,HTD,RSTD"	183
"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,HTD,RSTD"	3318
"PORK,CURED,HAM -- H2O ADDED,SLICE,BNLESS,LN,HTD,PAN-BROIL"	225
"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN,HTD,RSTD"	2184
"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN,UNHTD"	499
"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN,HTD,RSTD"	4229
"PORK,CURED,HAM W/ NAT JUICES,SLICE,BNLESS,LN,HTD,PAN-BROIL"	321
"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN,HTD,RSTD"	1692
"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN,UNHTD"	31
"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN,UNHTD"	3500
"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN,UNHTD"	518
"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,UNHTD"	30
"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,UNHTD"	462
"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,UNHTD,LN"	513
"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN,UNHTD"	553
"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN,UNHTD"	590
"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN,UNHTD"	529
"PORK,CURED,HAM W/ NAT JUICES,SPIRAL SLICE,BNLESS,LN,UNHTD"	31
"PORK,CURED,HAM,FAT,BNLESS,HTD"	431
"PORK,CURED,HAM,FAT,BNLESS,UNHTD"	603
"PORK,PICKLED PORK HOCKS"	200
"PORK,CURED,HAM,SLICE,BONE-IN,LN,HTD,PAN-BROIL"	542
"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN & FAT,UNHTD"	32
"PORK,CURED,HAM W/ NAT JUICES,SPIRL SLCE,BNLES,LN & FAT,UNHTD"	37
"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN & FAT,UNHTD"	684
"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN & FAT,UNHTD"	54
"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN & FAT,UNHTD"	57
"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,UNHTD"	33
"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN & FAT,UNHTD"	42
"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,UNHTD"	69
"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,UNHTD"	51
"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,UNHTD"	34
"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN & FAT,UNHTD"	46
"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,UNHTD"	47
"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,UNHTD"	49
"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,HTD,RSTD"	4782
"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,HTD,RSTD"	6108
"PORK,CURED,HAM -- H2O ADDED,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL"	724
"PORK,CURED,HAM -- H2O ADDED,SLCE,BNLESS,LN & FAT,HTD,PAN-BRL"	236
"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,HTD,RSTD"	2352
"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,HTD,RSTD"	4711
"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,HTD,RSTD"	7497
"PORK,CURED,HAM & H2O PRDCT,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL"	691
"PORK,CURED,HAM & H2O PRDCT,SLICE,BNLESS,LN & FAT,HTD,PAN-BRL"	169
"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,HTD,RSTD"	2454
"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN & FAT,HTD,RSTD"	4731
"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN & FAT,HTD,RSTD"	6055
"PORK,CURED,HAM W/ NAT JUICS,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL"	801
"PORK,CURED,HAM W/ NAT JUICS,SLICE,BNLES,LN & FAT,HTD,PAN-BRL"	327
"PORK,CURED,HAM W/ NAT JUCS,SPRL SLCE,BNLES,LN & FAT,HTD,RSTD"	202
"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN & FAT,HTD,RSTD"	1707
"PORK,CURED,HAM,RUMP,BONE-IN,LN & FAT,HTD,RSTD"	5087
"PORK,CURED,HAM,RUMP,BONE-IN,LN,HTD,RSTD"	3794
"PORK,CURED,HAM,RUMP,BONE-IN,LN,UNHTD"	35
